5.36606995434438,4.18316066180553,3.93289080915881,4.73906358047319,4.58796609217184
4.66057648140861,3.82547771540233,3.72334571077155,4.36160830480693,3.5445070987689
3.44925869773752,3.32681465042878,3.60759908782677,3.50050760079623,3.49500982963575
3.35321221103555,3.18768391191759,3.47178130565962,3.33660874851301,3.40633283174519
3.33229540708915,3.1318028385064,3.31454672287338,3.15178582224246,3.25138686516822
3.32010379234124,2.98781273144689,3.28675493371809,3.02018371134167,3.17226582359589
3.26564457273488,2.89848538731417,3.26322007752374,2.98856468587178,3.15668168205423
3.26384521022659,2.86996994587003,3.12325410174368,2.95245887253717,3.0995319675564
3.23166965484024,2.85715654340355,3.12026783516539,2.95166811307083,3.07909644254413
3.22972643876322,2.85611263719768,3.06621304263877,2.81259947968886,3.017058110561
3.09573794917689,2.78769873273145,3.01296365317105,2.75125051224585,2.9778788678221
3.03174696012342,2.77276703496725,2.89350761154359,2.74169769315585,2.92468324965554
3.03021867488209,2.77154104497957,2.85753256049583,2.71893195118742,2.87799248237725
3.01837644072793,2.76634432029206,2.85687646800269,2.7140037700412,2.77812536587836
2.9451966397972,2.75113786199436,2.84384171373854,2.6521760823788,2.75290199406718
2.91305974606211,2.72833273091872,2.77841971542713,2.62900537133287,2.74014394076639
2.90408409195185,2.66363729161456,2.76629645866252,2.62503251603572,2.69215995673763
2.89023300690755,2.63459683867572,2.75090149842704,2.59773979516803,2.68750895782121
2.8522030917054,2.6165236749091,2.7249058707132,2.59169722072673,2.64636623947094
2.76473200756014,2.61210848876454,2.68688150201695,2.58160795480479,2.61431975810262
2.73268181541457,2.60087736038526,2.68544871068265,2.57139248244863,2.61187635131078
2.70271417829372,2.59576030877028,2.68295368698161,2.55418443054425,2.55827798457981
2.6282553025656,2.58700207564382,2.67907027712323,2.54839992595422,2.52998491825349
2.62342542088666,2.55349949128642,2.62343974550147,2.47870678381769,2.48525580691211
2.60270070424784,2.52801326550842,2.61410051598249,2.44402035563064,2.48251391504321
2.58201639653004,2.52581141005759,2.60490167754246,2.43816644318355,2.40134219528791
2.57795736026455,2.51077404827796,2.59816635694809,2.42131704545419,2.37640494447989
2.57392677266704,2.50094941846853,2.58919488586105,2.41572974296107,2.37261116266457
